"","Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
"915678",1996,3,11,1,1521,1519,1711,1720,"DL",1229,"N686DA",230,241,212,-9,2,"DFW","SEA",1660,4,14,0,NA,0,NA,NA,NA,NA,NA
"915679",1996,3,12,2,1554,1519,1748,1720,"DL",1229,"N650DL",234,241,218,28,35,"DFW","SEA",1660,3,13,0,NA,0,NA,NA,NA,NA,NA
"915680",1996,3,13,3,1521,1519,1710,1720,"DL",1229,"N643DL",229,241,211,-10,2,"DFW","SEA",1660,4,14,0,NA,0,NA,NA,NA,NA,NA
"915681",1996,3,14,4,1524,1519,1717,1720,"DL",1229,"N675DL",233,241,216,-3,5,"DFW","SEA",1660,4,13,0,NA,0,NA,NA,NA,NA,NA
"915682",1996,3,15,5,1519,1519,1710,1720,"DL",1229,"N644DL",231,241,215,-10,0,"DFW","SEA",1660,5,11,0,NA,0,NA,NA,NA,NA,NA
"915683",1996,3,16,6,1626,1519,1842,1720,"DL",1229,"N644DL",256,241,238,82,67,"DFW","SEA",1660,4,14,0,NA,0,NA,NA,NA,NA,NA
"915684",1996,3,17,7,1546,1519,1757,1720,"DL",1229,"N661DN",251,241,228,37,27,"DFW","SEA",1660,3,20,0,NA,0,NA,NA,NA,NA,NA
"915685",1996,3,18,1,1529,1519,1740,1720,"DL",1229,"N601DL",251,241,234,20,10,"DFW","SEA",1660,4,13,0,NA,0,NA,NA,NA,NA,NA
"915686",1996,3,19,2,1535,1519,1803,1720,"DL",1229,"N620DL",268,241,235,43,16,"DFW","SEA",1660,5,28,0,NA,0,NA,NA,NA,NA,NA
"915687",1996,3,20,3,1520,1519,1716,1720,"DL",1229,"N633DL",236,241,223,-4,1,"DFW","SEA",1660,3,10,0,NA,0,NA,NA,NA,NA,NA
"915688",1996,3,21,4,1518,1519,1720,1720,"DL",1229,"N682DA",242,241,222,0,-1,"DFW","SEA",1660,4,16,0,NA,0,NA,NA,NA,NA,NA
"915689",1996,3,22,5,1520,1519,1703,1720,"DL",1229,"N629DL",223,241,210,-17,1,"DFW","SEA",1660,3,10,0,NA,0,NA,NA,NA,NA,NA
"915690",1996,3,23,6,1526,1519,1724,1720,"DL",1229,"N654DL",238,241,216,4,7,"DFW","SEA",1660,4,18,0,NA,0,NA,NA,NA,NA,NA
"915691",1996,3,24,7,1531,1519,1728,1720,"DL",1229,"N647DL",237,241,209,8,12,"DFW","SEA",1660,3,25,0,NA,0,NA,NA,NA,NA,NA
"915692",1996,3,25,1,1526,1519,1719,1720,"DL",1229,"N632DL",233,241,218,-1,7,"DFW","SEA",1660,3,12,0,NA,0,NA,NA,NA,NA,NA
"915693",1996,3,26,2,1544,1519,1744,1720,"DL",1229,"N626DL",240,241,222,24,25,"DFW","SEA",1660,3,15,0,NA,0,NA,NA,NA,NA,NA
"915694",1996,3,27,3,1602,1519,1749,1720,"DL",1229,"N657DL",227,241,212,29,43,"DFW","SEA",1660,4,11,0,NA,0,NA,NA,NA,NA,NA
"915695",1996,3,28,4,1536,1519,1739,1720,"DL",1229,"N674DL",243,241,223,19,17,"DFW","SEA",1660,2,18,0,NA,0,NA,NA,NA,NA,NA
"915696",1996,3,29,5,1524,1519,1718,1720,"DL",1229,"N662DN",234,241,220,-2,5,"DFW","SEA",1660,3,11,0,NA,0,NA,NA,NA,NA,NA
"915697",1996,3,30,6,1521,1519,1726,1720,"DL",1229,"N631DL",245,241,229,6,2,"DFW","SEA",1660,4,12,0,NA,0,NA,NA,NA,NA,NA
"915698",1996,3,31,7,1520,1519,1735,1720,"DL",1229,"N109DL",255,241,240,15,1,"DFW","SEA",1660,3,12,0,NA,0,NA,NA,NA,NA,NA
"1110417",1996,3,1,5,1532,1534,2115,2123,"AA",896,"N480AA",223,229,195,-8,-2,"SEA","DFW",1660,17,11,0,NA,0,NA,NA,NA,NA,NA
"1110418",1996,3,2,6,1532,1534,2103,2123,"AA",896,"N422AA",211,229,191,-20,-2,"SEA","DFW",1660,12,8,0,NA,0,NA,NA,NA,NA,NA
"1110419",1996,3,3,7,1534,1534,2110,2123,"AA",896,"N443AA",216,229,187,-13,0,"SEA","DFW",1660,18,11,0,NA,0,NA,NA,NA,NA,NA
"1110420",1996,3,4,1,1531,1534,2125,2123,"AA",896,"N453AA",234,229,213,2,-3,"SEA","DFW",1660,11,10,0,NA,0,NA,NA,NA,NA,NA
"1110421",1996,3,5,2,1531,1534,2106,2123,"AA",896,"N472AA",215,229,188,-17,-3,"SEA","DFW",1660,14,13,0,NA,0,NA,NA,NA,NA,NA
"1110422",1996,3,6,3,1533,1534,2105,2123,"AA",896,"N486AA",212,229,190,-18,-1,"SEA","DFW",1660,13,9,0,NA,0,NA,NA,NA,NA,NA
"1110423",1996,3,7,4,1603,1534,2122,2123,"AA",896,"N447AA",199,229,184,-1,29,"SEA","DFW",1660,4,11,0,NA,0,NA,NA,NA,NA,NA
"1110424",1996,3,8,5,1530,1534,2122,2123,"AA",896,"N286AA",232,229,194,-1,-4,"SEA","DFW",1660,21,17,0,NA,0,NA,NA,NA,NA,NA
"1110425",1996,3,9,6,1529,1534,2117,2123,"AA",896,"N528AA",228,229,203,-6,-5,"SEA","DFW",1660,14,11,0,NA,0,NA,NA,NA,NA,NA
"1110426",1996,3,10,7,1533,1534,2127,2123,"AA",896,"N246AA",234,229,211,4,-1,"SEA","DFW",1660,14,9,0,NA,0,NA,NA,NA,NA,NA
"1110427",1996,3,11,1,1533,1534,2125,2123,"AA",896,"N493AA",232,229,210,2,-1,"SEA","DFW",1660,6,16,0,NA,0,NA,NA,NA,NA,NA
"1110428",1996,3,12,2,1535,1534,2116,2123,"AA",896,"N486AA",221,229,196,-7,1,"SEA","DFW",1660,10,15,0,NA,0,NA,NA,NA,NA,NA
"1110429",1996,3,13,3,1534,1534,2129,2123,"AA",896,"N274AA",235,229,208,6,0,"SEA","DFW",1660,9,18,0,NA,0,NA,NA,NA,NA,NA
"1110430",1996,3,14,4,1532,1534,2127,2123,"AA",896,"N442AA",235,229,208,4,-2,"SEA","DFW",1660,9,18,0,NA,0,NA,NA,NA,NA,NA
"1110431",1996,3,15,5,1537,1534,2115,2123,"AA",896,"N520AA",218,229,191,-8,3,"SEA","DFW",1660,12,15,0,NA,0,NA,NA,NA,NA,NA
"1110432",1996,3,16,6,1533,1534,2115,2123,"AA",896,"N407AA",222,229,196,-8,-1,"SEA","DFW",1660,14,12,0,NA,0,NA,NA,NA,NA,NA
"1110433",1996,3,17,7,1533,1534,2113,2123,"AA",896,"N540AA",220,229,188,-10,-1,"SEA","DFW",1660,22,10,0,NA,0,NA,NA,NA,NA,NA
"1110434",1996,3,18,1,1541,1534,2107,2123,"AA",896,"N545AA",206,229,186,-16,7,"SEA","DFW",1660,10,10,0,NA,0,NA,NA,NA,NA,NA
"1110435",1996,3,19,2,1532,1534,2110,2123,"AA",896,"N456AA",218,229,192,-13,-2,"SEA","DFW",1660,16,10,0,NA,0,NA,NA,NA,NA,NA
"1110436",1996,3,20,3,1534,1534,2100,2123,"AA",896,"N292AA",206,229,191,-23,0,"SEA","DFW",1660,6,9,0,NA,0,NA,NA,NA,NA,NA
"1110437",1996,3,21,4,1613,1534,2141,2123,"AA",896,"N466AA",208,229,191,18,39,"SEA","DFW",1660,5,12,0,NA,0,NA,NA,NA,NA,NA
"1110438",1996,3,22,5,1532,1534,2133,2123,"AA",896,"N585AA",241,229,209,10,-2,"SEA","DFW",1660,14,18,0,NA,0,NA,NA,NA,NA,NA
"1110439",1996,3,23,6,1534,1534,2116,2123,"AA",896,"N560AA",222,229,201,-7,0,"SEA","DFW",1660,6,15,0,NA,0,NA,NA,NA,NA,NA
"1110440",1996,3,24,7,1754,1534,2327,2123,"AA",896,"N499AA",213,229,192,124,140,"SEA","DFW",1660,9,12,0,NA,0,NA,NA,NA,NA,NA
"1110441",1996,3,25,1,1602,1534,2136,2123,"AA",896,"N440AA",214,229,198,13,28,"SEA","DFW",1660,6,10,0,NA,0,NA,NA,NA,NA,NA
"1110442",1996,3,26,2,1531,1534,2116,2123,"AA",896,"N403AA",225,229,204,-7,-3,"SEA","DFW",1660,11,10,0,NA,0,NA,NA,NA,NA,NA
"1110443",1996,3,27,3,1638,1534,2224,2123,"AA",896,"N573AA",226,229,209,61,64,"SEA","DFW",1660,7,10,0,NA,0,NA,NA,NA,NA,NA
"1110444",1996,3,28,4,1533,1534,2119,2123,"AA",896,"N580AA",226,229,195,-4,-1,"SEA","DFW",1660,21,10,0,NA,0,NA,NA,NA,NA,NA
"1110445",1996,3,29,5,1532,1534,2116,2123,"AA",896,"N488AA",224,229,200,-7,-2,"SEA","DFW",1660,14,10,0,NA,0,NA,NA,NA,NA,NA
"1110446",1996,3,30,6,1712,1534,2241,2123,"AA",896,"N210AA",209,229,185,78,98,"SEA","DFW",1660,14,10,0,NA,0,NA,NA,NA,NA,NA
"1110447",1996,3,31,7,1530,1534,2104,2123,"AA",896,"N538AA",214,229,194,-19,-4,"SEA","DFW",1660,8,12,0,NA,0,NA,NA,NA,NA,NA
"1110448",1996,3,1,5,1026,1028,1614,1620,"AA",1142,"N573AA",228,232,193,-6,-2,"SEA","DFW",1660,24,11,0,NA,0,NA,NA,NA,NA,NA
"1110449",1996,3,2,6,1029,1028,1621,1620,"AA",1142,"N552AA",232,232,189,1,1,"SEA","DFW",1660,30,13,0,NA,0,NA,NA,NA,NA,NA
"1110450",1996,3,3,7,1030,1028,1610,1620,"AA",1142,"N517AA",220,232,189,-10,2,"SEA","DFW",1660,19,12,0,NA,0,NA,NA,NA,NA,NA
"1110451",1996,3,4,1,1027,1028,1611,1620,"AA",1142,"N541AA",224,232,202,-9,-1,"SEA","DFW",1660,14,8,0,NA,0,NA,NA,NA,NA,NA
"1110452",1996,3,5,2,1025,1028,1609,1620,"AA",1142,"N246AA",224,232,193,-11,-3,"SEA","DFW",1660,20,11,0,NA,0,NA,NA,NA,NA,NA
"1110453",1996,3,6,3,1025,1028,1608,1620,"AA",1142,"N523AA",223,232,195,-12,-3,"SEA","DFW",1660,15,13,0,NA,0,NA,NA,NA,NA,NA
"1110454",1996,3,7,4,1028,1028,1541,1620,"AA",1142,"N570AA",193,232,183,-39,0,"SEA","DFW",1660,3,7,0,NA,0,NA,NA,NA,NA,NA
"1110455",1996,3,8,5,1024,1028,1554,1620,"AA",1142,"N227AA",210,232,192,-26,-4,"SEA","DFW",1660,9,9,0,NA,0,NA,NA,NA,NA,NA
"1110456",1996,3,9,6,1028,1028,1612,1620,"AA",1142,"N466AA",224,232,195,-8,0,"SEA","DFW",1660,19,10,0,NA,0,NA,NA,NA,NA,NA
"1110457",1996,3,10,7,1029,1028,1624,1620,"AA",1142,"N251AA",235,232,211,4,1,"SEA","DFW",1660,11,13,0,NA,0,NA,NA,NA,NA,NA
"1110458",1996,3,11,1,1025,1028,1627,1620,"AA",1142,"N292AA",242,232,218,7,-3,"SEA","DFW",1660,12,12,0,NA,0,NA,NA,NA,NA,NA
"1110459",1996,3,12,2,1026,1028,1618,1620,"AA",1142,"N487AA",232,232,198,-2,-2,"SEA","DFW",1660,15,19,0,NA,0,NA,NA,NA,NA,NA
"1110460",1996,3,13,3,1026,1028,1621,1620,"AA",1142,"N245AA",235,232,213,1,-2,"SEA","DFW",1660,11,11,0,NA,0,NA,NA,NA,NA,NA
"1110461",1996,3,14,4,1028,1028,1629,1620,"AA",1142,"N519AA",241,232,212,9,0,"SEA","DFW",1660,15,14,0,NA,0,NA,NA,NA,NA,NA
"1110462",1996,3,15,5,1031,1028,1611,1620,"AA",1142,"N279AA",220,232,202,-9,3,"SEA","DFW",1660,7,11,0,NA,0,NA,NA,NA,NA,NA
"1110463",1996,3,16,6,1029,1028,1605,1620,"AA",1142,"N241AA",216,232,190,-15,1,"SEA","DFW",1660,12,14,0,NA,0,NA,NA,NA,NA,NA
"1110464",1996,3,17,7,1028,1028,1600,1620,"AA",1142,"N583AA",212,232,187,-20,0,"SEA","DFW",1660,16,9,0,NA,0,NA,NA,NA,NA,NA
"1110465",1996,3,18,1,1029,1028,1557,1620,"AA",1142,"N445AA",208,232,184,-23,1,"SEA","DFW",1660,11,13,0,NA,0,NA,NA,NA,NA,NA
"1110466",1996,3,19,2,1025,1028,1541,1620,"AA",1142,"N505AA",196,232,177,-39,-3,"SEA","DFW",1660,8,11,0,NA,0,NA,NA,NA,NA,NA
"1110467",1996,3,20,3,1029,1028,1602,1620,"AA",1142,"N443AA",213,232,192,-18,1,"SEA","DFW",1660,8,13,0,NA,0,NA,NA,NA,NA,NA
"1110468",1996,3,21,4,1026,1028,1604,1620,"AA",1142,"N533AA",218,232,196,-16,-2,"SEA","DFW",1660,13,9,0,NA,0,NA,NA,NA,NA,NA
"1110469",1996,3,22,5,1031,1028,1625,1620,"AA",1142,"N402AA",234,232,204,5,3,"SEA","DFW",1660,12,18,0,NA,0,NA,NA,NA,NA,NA
"1110470",1996,3,23,6,1028,1028,1617,1620,"AA",1142,"N249AA",229,232,204,-3,0,"SEA","DFW",1660,14,11,0,NA,0,NA,NA,NA,NA,NA
"1110471",1996,3,24,7,1030,1028,1615,1620,"AA",1142,"N421AA",225,232,198,-5,2,"SEA","DFW",1660,15,12,0,NA,0,NA,NA,NA,NA,NA
"1110472",1996,3,25,1,1031,1028,1619,1620,"AA",1142,"N233AA",228,232,204,-1,3,"SEA","DFW",1660,13,11,0,NA,0,NA,NA,NA,NA,NA
"1110473",1996,3,26,2,1026,1028,1624,1620,"AA",1142,"N285AA",238,232,201,4,-2,"SEA","DFW",1660,28,9,0,NA,0,NA,NA,NA,NA,NA
"1110474",1996,3,27,3,1056,1028,1703,1620,"AA",1142,"N548AA",247,232,217,43,28,"SEA","DFW",1660,6,24,0,NA,0,NA,NA,NA,NA,NA
"1110475",1996,3,28,4,1026,1028,1610,1620,"AA",1142,"N292AA",224,232,199,-10,-2,"SEA","DFW",1660,13,12,0,NA,0,NA,NA,NA,NA,NA
"1110476",1996,3,29,5,1026,1028,1614,1620,"AA",1142,"N244AA",228,232,205,-6,-2,"SEA","DFW",1660,15,8,0,NA,0,NA,NA,NA,NA,NA
"1110477",1996,3,30,6,1030,1028,1613,1620,"AA",1142,"N510AA",223,232,190,-7,2,"SEA","DFW",1660,21,12,0,NA,0,NA,NA,NA,NA,NA
"1110478",1996,3,31,7,1030,1028,1608,1620,"AA",1142,"N479AA",218,232,196,-12,2,"SEA","DFW",1660,11,11,0,NA,0,NA,NA,NA,NA,NA
"1110479",1996,3,1,5,604,605,1144,1152,"AA",1554,"N475AA",220,227,195,-8,-1,"SEA","DFW",1660,15,10,0,NA,0,NA,NA,NA,NA,NA
"1110480",1996,3,2,6,605,605,1140,1152,"AA",1554,"N530AA",215,227,191,-12,0,"SEA","DFW",1660,13,11,0,NA,0,NA,NA,NA,NA,NA
"1110481",1996,3,3,7,602,605,1143,1152,"AA",1554,"N227AA",221,227,189,-9,-3,"SEA","DFW",1660,23,9,0,NA,0,NA,NA,NA,NA,NA
"1110482",1996,3,4,1,601,605,1141,1152,"AA",1554,"N251AA",220,227,201,-11,-4,"SEA","DFW",1660,10,9,0,NA,0,NA,NA,NA,NA,NA
"1110483",1996,3,5,2,603,605,1140,1152,"AA",1554,"N460AA",217,227,193,-12,-2,"SEA","DFW",1660,13,11,0,NA,0,NA,NA,NA,NA,NA
"1110484",1996,3,6,3,605,605,1140,1152,"AA",1554,"N226AA",215,227,195,-12,0,"SEA","DFW",1660,7,13,0,NA,0,NA,NA,NA,NA,NA
"1110485",1996,3,7,4,603,605,1125,1152,"AA",1554,"N432AA",202,227,186,-27,-2,"SEA","DFW",1660,6,10,0,NA,0,NA,NA,NA,NA,NA
"1110486",1996,3,8,5,606,605,1134,1152,"AA",1554,"N459AA",208,227,190,-18,1,"SEA","DFW",1660,9,9,0,NA,0,NA,NA,NA,NA,NA
"1110487",1996,3,9,6,606,605,1150,1152,"AA",1554,"N482AA",224,227,198,-2,1,"SEA","DFW",1660,10,16,0,NA,0,NA,NA,NA,NA,NA
"1110488",1996,3,10,7,605,605,1157,1152,"AA",1554,"N576AA",232,227,211,5,0,"SEA","DFW",1660,11,10,0,NA,0,NA,NA,NA,NA,NA
"1110489",1996,3,11,1,605,605,1152,1152,"AA",1554,"N586AA",227,227,204,0,0,"SEA","DFW",1660,12,11,0,NA,0,NA,NA,NA,NA,NA
"1110490",1996,3,12,2,604,605,1148,1152,"AA",1554,"N450AA",224,227,206,-4,-1,"SEA","DFW",1660,9,9,0,NA,0,NA,NA,NA,NA,NA
"1110491",1996,3,13,3,607,605,1158,1152,"AA",1554,"N221AA",231,227,210,6,2,"SEA","DFW",1660,11,10,0,NA,0,NA,NA,NA,NA,NA
"1110492",1996,3,14,4,604,605,1152,1152,"AA",1554,"N522AA",228,227,204,0,-1,"SEA","DFW",1660,12,12,0,NA,0,NA,NA,NA,NA,NA
"1110493",1996,3,15,5,605,605,1147,1152,"AA",1554,"N587AA",222,227,206,-5,0,"SEA","DFW",1660,4,12,0,NA,0,NA,NA,NA,NA,NA
"1110494",1996,3,16,6,609,605,1144,1152,"AA",1554,"N296AA",215,227,193,-8,4,"SEA","DFW",1660,13,9,0,NA,0,NA,NA,NA,NA,NA
"1110495",1996,3,17,7,607,605,1123,1152,"AA",1554,"N494AA",196,227,181,-29,2,"SEA","DFW",1660,6,9,0,NA,0,NA,NA,NA,NA,NA
"1110496",1996,3,18,1,603,605,1124,1152,"AA",1554,"N291AA",201,227,187,-28,-2,"SEA","DFW",1660,6,8,0,NA,0,NA,NA,NA,NA,NA
"1110497",1996,3,19,2,601,605,1130,1152,"AA",1554,"N405AA",209,227,188,-22,-4,"SEA","DFW",1660,9,12,0,NA,0,NA,NA,NA,NA,NA
"1110498",1996,3,20,3,602,605,1139,1152,"AA",1554,"N401AA",217,227,189,-13,-3,"SEA","DFW",1660,19,9,0,NA,0,NA,NA,NA,NA,NA
"1110499",1996,3,21,4,601,605,1130,1152,"AA",1554,"N574AA",209,227,192,-22,-4,"SEA","DFW",1660,6,11,0,NA,0,NA,NA,NA,NA,NA
"1110500",1996,3,22,5,606,605,1152,1152,"AA",1554,"N547AA",226,227,204,0,1,"SEA","DFW",1660,13,9,0,NA,0,NA,NA,NA,NA,NA
"1110501",1996,3,23,6,605,605,1201,1152,"AA",1554,"N418AA",236,227,210,9,0,"SEA","DFW",1660,11,15,0,NA,0,NA,NA,NA,NA,NA
"1110502",1996,3,24,7,608,605,1204,1152,"AA",1554,"N215AA",236,227,215,12,3,"SEA","DFW",1660,11,10,0,NA,0,NA,NA,NA,NA,NA
"1110503",1996,3,25,1,605,605,1151,1152,"AA",1554,"N454AA",226,227,205,-1,0,"SEA","DFW",1660,10,11,0,NA,0,NA,NA,NA,NA,NA
"1110504",1996,3,26,2,604,605,1139,1152,"AA",1554,"N400AA",215,227,197,-13,-1,"SEA","DFW",1660,8,10,0,NA,0,NA,NA,NA,NA,NA
"1110505",1996,3,27,3,603,605,1155,1152,"AA",1554,"N234AA",232,227,203,3,-2,"SEA","DFW",1660,7,22,0,NA,0,NA,NA,NA,NA,NA
"1110506",1996,3,28,4,609,605,1206,1152,"AA",1554,"N207AA",237,227,215,14,4,"SEA","DFW",1660,7,15,0,NA,0,NA,NA,NA,NA,NA
"1110507",1996,3,29,5,605,605,1143,1152,"AA",1554,"N550AA",218,227,197,-9,0,"SEA","DFW",1660,8,13,0,NA,0,NA,NA,NA,NA,NA
"1110508",1996,3,30,6,606,605,1139,1152,"AA",1554,"N289AA",213,227,190,-13,1,"SEA","DFW",1660,12,11,0,NA,0,NA,NA,NA,NA,NA
"1110509",1996,3,31,7,602,605,1133,1152,"AA",1554,"N430AA",211,227,196,-19,-3,"SEA","DFW",1660,7,8,0,NA,0,NA,NA,NA,NA,NA
"1110510",1996,3,1,5,1413,1347,1942,1938,"AA",1868,"N516AA",209,231,188,4,26,"SEA","DFW",1660,10,11,0,NA,0,NA,NA,NA,NA,NA
"1110511",1996,3,2,6,1354,1347,1936,1938,"AA",1868,"N585AA",222,231,192,-2,7,"SEA","DFW",1660,17,13,0,NA,0,NA,NA,NA,NA,NA
"1110512",1996,3,3,7,1350,1347,1938,1938,"AA",1868,"N432AA",228,231,185,0,3,"SEA","DFW",1660,26,17,0,NA,0,NA,NA,NA,NA,NA
"1110513",1996,3,4,1,1346,1347,1934,1938,"AA",1868,"N490AA",228,231,204,-4,-1,"SEA","DFW",1660,17,7,0,NA,0,NA,NA,NA,NA,NA
"1110514",1996,3,5,2,1346,1347,1933,1938,"AA",1868,"N271AA",227,231,192,-5,-1,"SEA","DFW",1660,22,13,0,NA,0,NA,NA,NA,NA,NA
"1110515",1996,3,6,3,1344,1347,1929,1938,"AA",1868,"N466AA",225,231,191,-9,-3,"SEA","DFW",1660,23,11,0,NA,0,NA,NA,NA,NA,NA
"1110516",1996,3,7,4,1419,1347,1947,1938,"AA",1868,"N298AA",208,231,186,9,32,"SEA","DFW",1660,9,13,0,NA,0,NA,NA,NA,NA,NA
"1110517",1996,3,8,5,1348,1347,1917,1938,"AA",1868,"N580AA",209,231,191,-21,1,"SEA","DFW",1660,9,9,0,NA,0,NA,NA,NA,NA,NA
"1110518",1996,3,9,6,1356,1347,1953,1938,"AA",1868,"N214AA",237,231,201,15,9,"SEA","DFW",1660,28,8,0,NA,0,NA,NA,NA,NA,NA
"1110519",1996,3,10,7,1350,1347,1949,1938,"AA",1868,"N207AA",239,231,217,11,3,"SEA","DFW",1660,13,9,0,NA,0,NA,NA,NA,NA,NA
"1110520",1996,3,11,1,1345,1347,1955,1938,"AA",1868,"N400AA",250,231,223,17,-2,"SEA","DFW",1660,11,16,0,NA,0,NA,NA,NA,NA,NA
"1110521",1996,3,12,2,1347,1347,1932,1938,"AA",1868,"N585AA",225,231,195,-6,0,"SEA","DFW",1660,19,11,0,NA,0,NA,NA,NA,NA,NA
"1110522",1996,3,13,3,1345,1347,1935,1938,"AA",1868,"N580AA",230,231,205,-3,-2,"SEA","DFW",1660,16,9,0,NA,0,NA,NA,NA,NA,NA
"1110523",1996,3,14,4,1506,1347,2113,1938,"AA",1868,"N420AA",247,231,212,95,79,"SEA","DFW",1660,14,21,0,NA,0,NA,NA,NA,NA,NA
"1110524",1996,3,15,5,1347,1347,1937,1938,"AA",1868,"N480AA",230,231,202,-1,0,"SEA","DFW",1660,13,15,0,NA,0,NA,NA,NA,NA,NA
"1110525",1996,3,16,6,1450,1347,2012,1938,"AA",1868,"N511AA",202,231,188,34,63,"SEA","DFW",1660,6,8,0,NA,0,NA,NA,NA,NA,NA
"1110526",1996,3,17,7,1347,1347,1920,1938,"AA",1868,"N242AA",213,231,189,-18,0,"SEA","DFW",1660,15,9,0,NA,0,NA,NA,NA,NA,NA
"1110527",1996,3,18,1,1413,1347,1956,1938,"AA",1868,"N298AA",223,231,193,18,26,"SEA","DFW",1660,23,7,0,NA,0,NA,NA,NA,NA,NA
"1110528",1996,3,19,2,1355,1347,1928,1938,"AA",1868,"N529AA",213,231,194,-10,8,"SEA","DFW",1660,9,10,0,NA,0,NA,NA,NA,NA,NA
"1110529",1996,3,20,3,1350,1347,1923,1938,"AA",1868,"N526AA",213,231,198,-15,3,"SEA","DFW",1660,7,8,0,NA,0,NA,NA,NA,NA,NA
"1110530",1996,3,21,4,NA,1347,NA,1938,"AA",1868,"UNKNOW",NA,231,NA,NA,NA,"SEA","DFW",1660,0,0,1,NA,0,NA,NA,NA,NA,NA
"1110531",1996,3,22,5,1345,1347,1939,1938,"AA",1868,"N441AA",234,231,206,1,-2,"SEA","DFW",1660,19,9,0,NA,0,NA,NA,NA,NA,NA
"1110532",1996,3,23,6,1350,1347,1937,1938,"AA",1868,"N446AA",227,231,201,-1,3,"SEA","DFW",1660,18,8,0,NA,0,NA,NA,NA,NA,NA
"1110533",1996,3,24,7,1554,1347,2131,1938,"AA",1868,"N408AA",217,231,200,113,127,"SEA","DFW",1660,9,8,0,NA,0,NA,NA,NA,NA,NA
"1110534",1996,3,25,1,1346,1347,1933,1938,"AA",1868,"N412AA",227,231,205,-5,-1,"SEA","DFW",1660,14,8,0,NA,0,NA,NA,NA,NA,NA
"1110535",1996,3,26,2,1350,1347,1933,1938,"AA",1868,"N575AA",223,231,203,-5,3,"SEA","DFW",1660,9,11,0,NA,0,NA,NA,NA,NA,NA
"1110536",1996,3,27,3,1438,1347,2057,1938,"AA",1868,"N524AA",259,231,213,79,51,"SEA","DFW",1660,7,39,0,NA,0,NA,NA,NA,NA,NA
"1110537",1996,3,28,4,1357,1347,1946,1938,"AA",1868,"N249AA",229,231,197,8,10,"SEA","DFW",1660,16,16,0,NA,0,NA,NA,NA,NA,NA
"1110538",1996,3,29,5,1344,1347,1957,1938,"AA",1868,"N491AA",253,231,208,19,-3,"SEA","DFW",1660,16,29,0,NA,0,NA,NA,NA,NA,NA
"1110539",1996,3,30,6,1348,1347,1925,1938,"AA",1868,"N287AA",217,231,197,-13,1,"SEA","DFW",1660,10,10,0,NA,0,NA,NA,NA,NA,NA
"1110540",1996,3,31,7,1418,1347,1953,1938,"AA",1868,"N297AA",215,231,199,15,31,"SEA","DFW",1660,6,10,0,NA,0,NA,NA,NA,NA,NA
"1110541",1996,3,1,5,742,740,1317,1327,"AA",1990,"N450AA",215,227,198,-10,2,"SEA","DFW",1660,6,11,0,NA,0,NA,NA,NA,NA,NA
"1110542",1996,3,2,6,743,740,1324,1327,"AA",1990,"N482AA",221,227,191,-3,3,"SEA","DFW",1660,15,15,0,NA,0,NA,NA,NA,NA,NA
"1110543",1996,3,3,7,740,740,1309,1327,"AA",1990,"N518AA",209,227,190,-18,0,"SEA","DFW",1660,10,9,0,NA,0,NA,NA,NA,NA,NA
"1110544",1996,3,4,1,734,740,1331,1327,"AA",1990,"N409AA",237,227,205,4,-6,"SEA","DFW",1660,21,11,0,NA,0,NA,NA,NA,NA,NA
"1110545",1996,3,5,2,746,740,1332,1327,"AA",1990,"N274AA",226,227,198,5,6,"SEA","DFW",1660,15,13,0,NA,0,NA,NA,NA,NA,NA
"1110546",1996,3,6,3,740,740,1321,1327,"AA",1990,"N516AA",221,227,189,-6,0,"SEA","DFW",1660,17,15,0,NA,0,NA,NA,NA,NA,NA
"1110547",1996,3,7,4,737,740,1300,1327,"AA",1990,"N233AA",203,227,186,-27,-3,"SEA","DFW",1660,8,9,0,NA,0,NA,NA,NA,NA,NA
"1110548",1996,3,8,5,739,740,1323,1327,"AA",1990,"N471AA",224,227,198,-4,-1,"SEA","DFW",1660,8,18,0,NA,0,NA,NA,NA,NA,NA
"1110549",1996,3,9,6,740,740,1323,1327,"AA",1990,"N472AA",223,227,198,-4,0,"SEA","DFW",1660,15,10,0,NA,0,NA,NA,NA,NA,NA
"1110550",1996,3,10,7,816,740,1356,1327,"AA",1990,"N228AA",220,227,203,29,36,"SEA","DFW",1660,8,9,0,NA,0,NA,NA,NA,NA,NA
"1110551",1996,3,11,1,740,740,1337,1327,"AA",1990,"N428AA",237,227,212,10,0,"SEA","DFW",1660,14,11,0,NA,0,NA,NA,NA,NA,NA
"1110552",1996,3,12,2,738,740,1323,1327,"AA",1990,"N454AA",225,227,203,-4,-2,"SEA","DFW",1660,12,10,0,NA,0,NA,NA,NA,NA,NA
"1110553",1996,3,13,3,739,740,1343,1327,"AA",1990,"N424AA",244,227,215,16,-1,"SEA","DFW",1660,13,16,0,NA,0,NA,NA,NA,NA,NA
